,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-05 20:11:00-04:00,79.455,79.455,79.455,79.455,1,1,79.455
2021-10-05 20:12:00-04:00,79.45,79.45,79.45,79.45,1,1,79.45
2021-10-05 20:15:00-04:00,79.43,79.43,79.43,79.43,1,1,79.43
2021-10-05 21:44:00-04:00,79.4,79.4,79.4,79.4,3,1,238.2
2021-10-05 21:48:00-04:00,79.365,79.365,79.365,79.365,1,1,79.365
2021-10-05 22:24:00-04:00,79.45,79.45,79.45,79.45,2,1,158.9
2021-10-05 22:40:00-04:00,79.405,79.41,79.405,79.41,2,2,158.815
2021-10-05 22:58:00-04:00,79.4,79.4,79.4,79.4,2,2,158.8
2021-10-05 23:15:00-04:00,79.38,79.38,79.38,79.38,1,1,79.38
2021-10-05 23:21:00-04:00,79.365,79.365,79.365,79.365,1,1,79.365
2021-10-05 23:51:00-04:00,79.345,79.345,79.345,79.345,1,1,79.345
2021-10-05 23:52:00-04:00,79.35,79.35,79.35,79.35,1,1,79.35
2021-10-06 01:13:00-04:00,79.365,79.365,79.365,79.365,1,1,79.365
2021-10-06 01:32:00-04:00,79.395,79.395,79.395,79.395,2,1,158.79
2021-10-06 01:35:00-04:00,79.395,79.395,79.395,79.395,1,1,79.395
2021-10-06 01:41:00-04:00,79.385,79.385,79.385,79.385,1,1,79.385
2021-10-06 01:55:00-04:00,79.35,79.35,79.345,79.35,3,3,238.045
2021-10-06 02:12:00-04:00,79.355,79.355,79.355,79.355,2,1,158.71
2021-10-06 03:03:00-04:00,79.3,79.3,79.3,79.3,1,1,79.3
2021-10-06 03:31:00-04:00,79.17,79.17,79.17,79.17,1,1,79.17
2021-10-06 03:43:00-04:00,79.145,79.145,79.145,79.145,1,1,79.145
2021-10-06 03:52:00-04:00,79.12,79.12,79.12,79.12,1,1,79.12
2021-10-06 03:54:00-04:00,79.125,79.125,79.125,79.125,1,1,79.125
2021-10-06 04:17:00-04:00,79.095,79.095,79.095,79.095,1,1,79.095
2021-10-06 04:18:00-04:00,79.115,79.115,79.115,79.115,1,1,79.115
2021-10-06 04:26:00-04:00,79.095,79.1,79.095,79.1,2,2,158.195
2021-10-06 04:27:00-04:00,79.115,79.115,79.115,79.115,1,1,79.115
2021-10-06 04:28:00-04:00,79.14,79.14,79.14,79.14,2,1,158.28
2021-10-06 05:31:00-04:00,79.095,79.095,79.095,79.095,1,1,79.095
2021-10-06 05:51:00-04:00,79.15,79.15,79.15,79.15,1,1,79.15
2021-10-06 05:54:00-04:00,79.18,79.19,79.18,79.19,3,2,237.55
2021-10-06 08:13:00-04:00,79.19,79.19,79.19,79.19,1,1,79.19
2021-10-06 08:30:00-04:00,79.225,79.225,79.225,79.225,1,1,79.225
2021-10-06 09:31:00-04:00,79.255,79.26,79.255,79.26,4,2,317.03
2021-10-06 09:43:00-04:00,79.26,79.26,79.26,79.26,1,1,79.26
2021-10-06 09:50:00-04:00,79.215,79.22,79.215,79.22,3,2,237.65
2021-10-06 09:57:00-04:00,79.15,79.15,79.15,79.15,1,1,79.15
2021-10-06 10:00:00-04:00,79.14,79.14,79.1,79.1,2,2,158.24
2021-10-06 10:06:00-04:00,79.125,79.125,79.125,79.125,1,1,79.125
2021-10-06 10:28:00-04:00,79.245,79.245,79.245,79.245,1,1,79.245
2021-10-06 10:35:00-04:00,79.235,79.235,79.235,79.235,13,3,1030.055
2021-10-06 10:39:00-04:00,79.2,79.2,79.2,79.2,1,1,79.2
2021-10-06 11:30:00-04:00,79.12,79.12,79.12,79.12,1,1,79.12
2021-10-06 11:47:00-04:00,79.175,79.175,79.175,79.175,5,1,395.875
2021-10-06 11:50:00-04:00,79.22,79.22,79.22,79.22,1,1,79.22
2021-10-06 12:06:00-04:00,79.25,79.25,79.25,79.25,1,1,79.25
2021-10-06 12:07:00-04:00,79.25,79.255,79.25,79.255,2,2,158.505
2021-10-06 12:08:00-04:00,79.25,79.25,79.25,79.25,2,2,158.5
2021-10-06 12:26:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-10-06 12:29:00-04:00,79.245,79.245,79.245,79.245,1,1,79.245
2021-10-06 12:30:00-04:00,79.23,79.245,79.23,79.245,3,3,237.705
2021-10-06 12:31:00-04:00,79.235,79.235,79.235,79.235,2,2,158.47
2021-10-06 12:43:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-10-06 12:44:00-04:00,79.275,79.275,79.27,79.27,3,2,237.815
2021-10-06 12:54:00-04:00,79.255,79.255,79.255,79.255,1,1,79.255
2021-10-06 13:05:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-10-06 13:39:00-04:00,79.37,79.37,79.37,79.37,1,1,79.37
2021-10-06 13:44:00-04:00,79.37,79.37,79.37,79.37,8,3,634.96
2021-10-06 14:23:00-04:00,79.44,79.445,79.44,79.445,4,2,317.77
